"mnumber", "systemA", "2018-08-30 11:47:25","","param:5",""
"mnumber", "systemA", "2018-08-30 11:47:35","","param:8",""
"mnumber", "systemA", "2018-08-30 11:47:45","","param:7",""
"mnumber", "systemA", "2018-08-30 11:47:55","","param:8",""
"mnumber", "systemA", "2018-08-30 11:48:05","","param:4",""
"be", "systemA", "2018-08-30 11:48:21","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:48:22","","param:1450",""
"mspeed", "systemA", "2018-08-30 11:48:25","","param:1520",""
"mspeed", "systemA", "2018-08-30 11:48:29","","param:1550",""
"mspeed", "systemA", "2018-08-30 11:48:33","","param:1460",""
"mspeed", "systemA", "2018-08-30 11:48:36","","param:1510",""
"mspeed", "systemA", "2018-08-30 11:48:39","","param:1490",""
"mspeed", "systemA", "2018-08-30 11:48:41","","param:1500",""
"mspeed", "systemA", "2018-08-30 11:48:44","","param:1505",""
"mnumber", "systemA", "2018-08-30 11:48:25","","param:2",""
"mnumber", "systemA", "2018-08-30 11:48:33","","param:1",""
"mnumber", "systemA", "2018-08-30 11:48:39","","param:4",""
"mnumber", "systemA", "2018-08-30 11:48:42","","param:2",""
"mnumber", "systemA", "2018-08-30 11:48:44","","param:1",""
"ee", "systemA", "2018-08-30 11:48:45","location=MachineLocation","","Desc"
"bc", "systemA", "2018-08-30 11:48:46","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:48:47","","param:100",""
"cy", "systemA", "2018-08-30 11:48:47","","param:40",""
"cz", "systemA", "2018-08-30 11:48:47","","param:1",""
"mspeed", "systemA", "2018-08-30 11:48:48","","param:1520",""
"mspeed", "systemA", "2018-08-30 11:48:53","","param:950",""
"mnumber", "systemA", "2018-08-30 11:48:53","","param:5",""
"be", "systemA", "2018-08-30 11:48:55","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:49:01","","param:1320",""
"mspeed", "systemA", "2018-08-30 11:49:11","","param:1550",""
"mspeed", "systemA", "2018-08-30 11:49:19","","param:1510",""
"mnumber", "systemA", "2018-08-30 11:49:11","","param:5",""
"ee", "systemA", "2018-08-30 11:49:21","location=MachineLocation","","Desc"
"bc", "systemA", "2018-08-30 11:49:22","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:49:23","","param:20",""
"cy", "systemA", "2018-08-30 11:49:23","","param:5",""
"cz", "systemA", "2018-08-30 11:49:23","","param:1",""
"mspeed", "systemA", "2018-08-30 11:49:24","","param:1020",""
"mspeed", "systemA", "2018-08-30 11:49:26","","param:2000",""
"mspeed", "systemA", "2018-08-30 11:49:28","","param:1550",""
"mspeed", "systemA", "2018-08-30 11:49:30","","param:1300",""
"mspeed", "systemA", "2018-08-30 11:49:34","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:49:28","","param:5",""
"mnumber", "systemA", "2018-08-30 11:49:30","","param:3",""
"mnumber", "systemA", "2018-08-30 11:49:34","","param:5",""
"be", "systemA", "2018-08-30 11:49:35","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:49:36","","param:1560",""
"mspeed", "systemA", "2018-08-30 11:49:39","","param:1475",""
"mspeed", "systemA", "2018-08-30 11:49:42","","param:1505",""
"mspeed", "systemA", "2018-08-30 11:49:46","","param:1490",""
"mspeed", "systemA", "2018-08-30 11:49:49","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:49:41","","param:5",""
"mnumber", "systemA", "2018-08-30 11:49:45","","param:3",""
"mnumber", "systemA", "2018-08-30 11:49:49","","param:5",""
"ee", "systemA", "2018-08-30 11:49:51","location=MachineLocation","","Desc"
"bc", "systemA", "2018-08-30 11:49:52","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:49:53","","param:100",""
"cy", "systemA", "2018-08-30 11:49:53","","param:20",""
"cz", "systemA", "2018-08-30 11:49:53","","param:10",""
"mspeed", "systemA", "2018-08-30 11:49:53","","param:1510",""
"mspeed", "systemA", "2018-08-30 11:49:54","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:49:54","","param:5",""
"be", "systemA", "2018-08-30 11:49:55","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:49:56","","param:1500",""
"mspeed", "systemA", "2018-08-30 11:49:58","","param:1505",""
"mnumber", "systemA", "2018-08-30 11:49:58","","param:5",""
"ee", "systemA", "2018-08-30 11:49:59","location=MachineLocation","","Desc"
"bc", "systemA", "2018-08-30 11:50:21","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:50:22","","param:100",""
"cy", "systemA", "2018-08-30 11:50:22","","param:5",""
"cz", "systemA", "2018-08-30 11:50:22","","param:1",""
"mspeed", "systemA", "2018-08-30 11:50:23","","param:1120",""
"mspeed", "systemA", "2018-08-30 11:50:28","","param:1400",""
"mspeed", "systemA", "2018-08-30 11:50:31","","param:1700",""
"mspeed", "systemA", "2018-08-30 11:50:38","","param:1540",""
"mspeed", "systemA", "2018-08-30 11:50:41","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:50:31","","param:7",""
"mnumber", "systemA", "2018-08-30 11:50:38","","param:5",""
"mnumber", "systemA", "2018-08-30 11:50:41","","param:5",""
"be", "systemA", "2018-08-30 11:50:43","location=MachineLocation","","Desc"
"o1", "systemA", "2018-08-30 11:50:44","location=MachineLocation","value:1","Desc"
"o2", "systemA", "2018-08-30 11:50:55","location=MachineLocation","value:1","Desc"
"mspeed", "systemA", "2018-08-30 11:50:44","","param:1520",""
"mspeed", "systemA", "2018-08-30 11:50:48","","param:1550",""
"mspeed", "systemA", "2018-08-30 11:50:52","","param:1500",""
"mspeed", "systemA", "2018-08-30 11:50:56","","param:1040",""
"mspeed", "systemA", "2018-08-30 11:50:58","","param:0",""
"mnumber", "systemA", "2018-08-30 11:50:47","","param:4",""
"mnumber", "systemA", "2018-08-30 11:50:54","","param:9",""
"mnumber", "systemA", "2018-08-30 11:50:58","","param:1",""
"s2", "systemA", "2018-08-30 11:50:58","location=MachineLocation","stop:1","Desc"
"ee", "systemA", "2018-08-30 11:50:59","location=MachineLocation","","Desc"
"s2", "systemA", "2018-08-30 11:51:00","location=MachineLocation","stop:0","Desc"
"bc", "systemA", "2018-08-30 11:51:01","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:51:02","","param:20",""
"cy", "systemA", "2018-08-30 11:51:02","","param:20",""
"cz", "systemA", "2018-08-30 11:51:02","","param:10",""
"mspeed", "systemA", "2018-08-30 11:51:02","","param:1915",""
"mspeed", "systemA", "2018-08-30 11:51:05","","param:1145",""
"mspeed", "systemA", "2018-08-30 11:51:09","","param:1555",""
"mspeed", "systemA", "2018-08-30 11:51:14","","param:1425",""
"mspeed", "systemA", "2018-08-30 11:51:20","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:51:09","","param:5",""
"mnumber", "systemA", "2018-08-30 11:51:14","","param:4",""
"mnumber", "systemA", "2018-08-30 11:51:20","","param:5",""
"be", "systemA", "2018-08-30 11:51:21","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:51:22","","param:1615",""
"mspeed", "systemA", "2018-08-30 11:51:31","","param:1545",""
"mspeed", "systemA", "2018-08-30 11:51:39","","param:1455",""
"mspeed", "systemA", "2018-08-30 11:51:44","","param:1525",""
"mspeed", "systemA", "2018-08-30 11:51:50","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:51:29","","param:7",""
"mnumber", "systemA", "2018-08-30 11:51:34","","param:4",""
"mnumber", "systemA", "2018-08-30 11:51:50","","param:10",""
"ee", "systemA", "2018-08-30 11:51:51","location=MachineLocation","","Desc"
"bc", "systemA", "2018-08-30 11:51:53","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:51:54","","param:100",""
"cy", "systemA", "2018-08-30 11:51:54","","param:10",""
"cz", "systemA", "2018-08-30 11:51:54","","param:10",""
"mspeed", "systemA", "2018-08-30 11:51:55","","param:1630",""
"mspeed", "systemA", "2018-08-30 11:51:58","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:51:58","","param:5",""
"be", "systemA", "2018-08-30 11:51:59","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:52:15","","param:1530",""
"mspeed", "systemA", "2018-08-30 11:52:38","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:52:28","","param:10",""
"ee", "systemA", "2018-08-30 11:52:41","location=MachineLocation","","Desc"
"bc", "systemA", "2018-08-30 11:52:44","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:52:45","","param:100",""
"cy", "systemA", "2018-08-30 11:52:45","","param:5",""
"cz", "systemA", "2018-08-30 11:52:45","","param:10",""
"mspeed", "systemA", "2018-08-30 11:52:46","","param:1220",""
"mspeed", "systemA", "2018-08-30 11:52:51","","param:1910",""
"mspeed", "systemA", "2018-08-30 11:52:55","","param:1770",""
"mspeed", "systemA", "2018-08-30 11:52:59","","param:1410",""
"mspeed", "systemA", "2018-08-30 11:53:04","","param:1565",""
"mspeed", "systemA", "2018-08-30 11:53:09","","param:1490",""
"mspeed", "systemA", "2018-08-30 11:53:15","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:53:09","","param:4",""
"mnumber", "systemA", "2018-08-30 11:53:15","","param:5",""
"be", "systemA", "2018-08-30 11:53:21","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:53:26","","param:1520",""
"mspeed", "systemA", "2018-08-30 11:53:20","","param:1510",""
"mspeed", "systemA", "2018-08-30 11:53:35","","param:1470",""
"mspeed", "systemA", "2018-08-30 11:53:40","","param:1510",""
"mspeed", "systemA", "2018-08-30 11:53:45","","param:1545",""
"mspeed", "systemA", "2018-08-30 11:53:50","","param:1490",""
"mspeed", "systemA", "2018-08-30 11:53:55","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:53:39","","param:9",""
"mnumber", "systemA", "2018-08-30 11:53:59","","param:2",""
"ee", "systemA", "2018-08-30 11:54:01","location=MachineLocation","","Desc"
"o2", "systemA", "2018-08-30 11:54:15","location=MachineLocation","value:1","Desc"
"bc", "systemA", "2018-08-30 11:54:21","location=MachineLocation","","Desc"
"cx", "systemA", "2018-08-30 11:54:22","","param:100",""
"cy", "systemA", "2018-08-30 11:54:22","","param:80",""
"cz", "systemA", "2018-08-30 11:54:22","","param:10",""
"mspeed", "systemA", "2018-08-30 11:54:23","","param:1850",""
"mspeed", "systemA", "2018-08-30 11:54:34","","param:1140",""
"mspeed", "systemA", "2018-08-30 11:54:45","","param:1790",""
"mspeed", "systemA", "2018-08-30 11:54:56","","param:1340",""
"mspeed", "systemA", "2018-08-30 11:55:01","","param:1695",""
"mspeed", "systemA", "2018-08-30 11:55:25","","param:1395",""
"mspeed", "systemA", "2018-08-30 11:55:39","","param:1595",""
"mspeed", "systemA", "2018-08-30 11:55:59","","param:1455",""
"mspeed", "systemA", "2018-08-30 11:56:11","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:55:39","","param:5",""
"mnumber", "systemA", "2018-08-30 11:55:59","","param:4",""
"mnumber", "systemA", "2018-08-30 11:56:11","","param:5",""
"be", "systemA", "2018-08-30 11:56:21","location=MachineLocation","","Desc"
"mspeed", "systemA", "2018-08-30 11:56:23","","param:1495",""
"mspeed", "systemA", "2018-08-30 11:56:31","","param:1500",""
"mspeed", "systemA", "2018-08-30 11:56:37","","param:1490",""
"mspeed", "systemA", "2018-08-30 11:56:41","","param:1540",""
"mspeed", "systemA", "2018-08-30 11:56:46","","param:1495",""
"mspeed", "systemA", "2018-08-30 11:56:53","","param:1500",""
"mspeed", "systemA", "2018-08-30 11:57:01","","param:1495",""
"mspeed", "systemA", "2018-08-30 11:57:09","","param:1505",""
"mspeed", "systemA", "2018-08-30 11:57:17","","param:1500",""
"mnumber", "systemA", "2018-08-30 11:56:39","","param:9",""
"mnumber", "systemA", "2018-08-30 11:56:59","","param:11",""
"mnumber", "systemA", "2018-08-30 11:57:11","","param:8",""
"ee", "systemA", "2018-08-30 11:57:21","location=MachineLocation","","Desc"
